Product_Description,Product_Type,Sentiment
"g*d dammit #sxsw! last year, stole #bike. year, #iphone!",9,2
mile go. roughly. tank gas hours. per google. #sxsw,9,2
google launch major new social network called circle --{link} #sxsw,9,2
#sxsw industry party (@mention gsd&amp;m w/ others) {link},9,2
austin #sxsw? {link},9,2
oh another way talk shit net google launch major new social network called circle possibly today {link} #sxsw,9,1
nice vid ipad #sxsw. hope behind camera! {link},6,3
food4thought...juxtaposed ipad #sxsw rocking; lybian rebel thwarted; gorgeous day la &amp; japan reeling,9,3
great talk designing good #tapworthy ipad apps. may actually pick book #sxsw,7,3
"google session, waiting marissa mayer #sxsw",9,2
miss ipad app design talk morning 9:30 #sxsw,9,2
÷¼ love entertain youû_please donûªt grateful! ÷_ {link} ã_ #edchat #musedchat #sxsw #sxswi #classical #newtwitter,9,2
"typing day ipad, finger feel seriously weird real keyboard. #sxsw #uselessobservations",9,2
best pickup-line #sxsw: iphone charger?,9,2
google launching secret new social network called &quot;circles&quot; #sxsw,9,2
"one minute ago, guy spoke outside apple's pop-up austin store would got hand ipad 2. waited since 6.30am... #sxsw",9,2
dang it. i've touched ipad 2. want! *sigh* #sxsw,6,3
- false alarm: google circle coming nowûòand probably ever? - {link} #google #circles #social #sxsw,3,1
bought #ipad2 downtown austin apple store. min wait line get in. salesperson darryl excellent. #sxsw,2,3
ugh think i've effectively broken #sxsw party google calendar. much going #psychedthough,9,2
"able attend #sxsw buy ipad today, consider saving $$$ earthquake relief. #guilttrip ??",9,2
bought mophie juice pack air rechargeable battery case iphone - would come handy week #sxsw,9,2
geek &amp; gadget today's superstars. people lined hr sxswpopup shop buy ipad &amp; girl begging hug crowley. #sxsw,9,2
room full ipad design headache talk. #sxsw,9,3
"ipad apps like software development release it, start working update. #sxsw",7,3
"nyt app ipad: &quot;here's amazing way serve readership,&quot; &quot;here's market opportunity can't ignore.&quot; #sxsw #newsapps",7,3
"think people stroke year, website need ipad ready now. #poursite #sxsw",6,3
"u? &quot;google launch major new social network called circles, possibly today&quot; {link} #sxsw",9,2
can't wait anymore!!! :)) &quot;google launch major new social network called circles&quot; (via {link} #google #circles #sxsw,5,3
attending #sxsw want explore #austin ? check austin {link} (via,9,2
"per rumor, google may preview big social strategy '80s-themed costume party #sxsw. yep. http:/... {link}",9,2
"last year single ipad public #sxsw. today, they're common laptops, seen android tablets.",6,3
#sxsw folks: anybody going ipad/android panel 3:30?,9,2
marissa mayer: #google connect digital &amp; physical world mobile {link} #sxsw #sxswi,9,2
even bother buying month's worth 3g ipad #sxsw trip? everywhere i'll probably free wifi.,9,2
"dear apple, could roll hot dog cart full ipad 2's austin convention center. (and bring hot dogs?) #sxsw",6,3
post google/bing q/a website ranking #sxsw #qagb {link},9,2
apple opening pop-up store downtown austin #sxsw ipad launch {link},9,2
live sxsw mobile accessibility session room 8a: surprise guest charles chen answering question android access.#sxsw,9,2
#sxsw impromptu apple store line block long! {link},2,3
"#bjdproductions #apple head #sxsw, set temporary store austin {link} #tech",9,2
mom ipad: designing boomer sxsw. {link} #sxsw,9,2
doh! share pic update ipad since i'm #sxsw - mail shirt. ;),9,2
"google's mobile future, elusive 'power here&quot; #sxsw interactive",9,2
"rt@mention google launch major new social network called circles, possibly today {link} #sxsw #twnp #socmedia",9,3
new #ubersocial #iphone app store includes uberguide #sxsw sponsored ... {link},9,2
post: sxswi 2011. day 1. #bpm #sxsw {link} - surprised run two bpm folks! pop-up apple store,9,2
"long line apple pop store ipad 2. great marketing, apple. #sxsw",2,3
#sxsw day #apple store there's still line...and growing {link},2,3
barry diller: ipad-only newspaper app. &quot;ipad superseded.&quot; #sxsw,9,2
"strange, mixed tweet #ipad spammers, #sxsw, regular life together w/pacific rim rocking near nuclear disaster. compute",9,2
learnt google search jesus star war much #sxsw #allhat,9,2
"kid ducked, exposing 4chan4eva tattoo small back. ipad flew right him. #sxsw",9,2
- got copy #enchantment #ipad #kindle today. excited. thx keeping world enchanted. glad #sxsw again.,6,3
apple open pop-up store #sxsw wannabe-hipsters feel home near fav store {link},2,3
like &quot;google tweet&quot; new &quot;think speak.&quot; - mark belinsky #911tweets panel #sxsw.,3,3
"location, location location ! {link} via #google #sxsw #yam",9,2
z40: eye storm {link} [codes valid: 8:00-11:59:59p 03/14/11] #infektd #sxsw #zlf,9,2
#google name built gettinng stuff trying user see works. #marissagoogle #sxsw,3,3
"rough calculation, beard ipad ratio sxsw 1:1. #sxsw",9,2
omarg: rumor: apple opening temporary store downtown austin #sxsw ipad launch {link},9,2
"would love ipad2 #sxsw get food, forget snap photo win macbook air, ipad",6,3
crisiscommons: monitoring collection datasets - call volunteer issued - {link} #sxsw #japanquake,9,2
{link} via pretty neat database must say. work #android shall see. #sxsw #party #free,0,3
alarm go allow user generate content! - say google's richard salgado #privacybootcamp #sxsw,9,2
"free itunes album, #sxsw featured artists, grab missed it: {link}",9,3
google math day: wave + buzz = circles! #google #circles #fail #sxsw,9,2
"want use video #sxsw talk today, need able download ipad. know how? {link}",9,2
many folk asked iphone battery case. here's link {link} #sxsw #fb #li,9,2
google dev event surrounded people much smarter me. rock on! #sxsw,9,2
free portable iphone charger i'm use heck #sxsw. {link},8,3
fire shot check-in reward title starting austin #sxsw {link} #in,9,2
"released today spin play: spin magazine's ipad app, download now! (1st issue free) {link} #sxsw",9,2
come check ipad app demo #arm's #sxswparty mon! {link} #sxsw #sxsw2011,9,2
"#sxsw, #apple school #marketing expert | sxsw - cnet blog {link}",9,2
win #openbeta6 ipad #sxsw panel {link} today 11! #usguys cc #dgtltribe #sxswbuffalo,9,0
"getting one? line ipad 2, apple store. demo unit 5pm. #sxsw #fb {link}",9,2
first ipad even exist last year already feel like i'm pulling antique everytime use ipad #sxsw #ipad2,6,1
hey #sxsw new ipad app dexteria available {link} like u facebook {link},7,3
we've got exciting thing we'll showing #sxsw year: including drag drop store management iphone,8,3
$aapl put ipad pop-up store right badge pickup line #sxsw convention center,9,2
#sxsw supposedly mobile apple store pop open ish?,9,2
apple brought employee store texas staff popup store. #sxsw,9,2
i'm obsessed #sxsw go iphone app. feckin genius. crazy long list session le scary.,7,3
"still ipad 2 had, least #sxsw pop-up apple store. bought one.",9,2
n12: sheep slaughter {link} [codes valid: 12:00-3:59:59p 03/12/11] #infektd #sxsw #necro,9,2
hey lucky duck headed #sxsw want win ipad? (client) giving one away. detail here: {link} #sxswi,9,2
hive innovation yet every booth #sxsw trade show exact promotional idea: ipad raffle!,9,0
&quot;all #sxsw nothing teeming sea iphone addict busy twittering ever engage one anothû_ (cont) {link},8,1
sosososo cuteeeeee {link} #thingsthatdontgotogether jalen rose #sxsw ipad,9,2
best schwag i've seen #sxsw battery charger iphone. get one?!?!,8,3
pr guy convinced switch back iphone. great #sxsw coverage. #princess,8,3
oh: &quot;like can't believe i've three boyfriend since first ipad ..&quot; #sxsw,9,2
check staying alive: indie iphone game development survive? #sxsw #stayingalive,9,2
"diller: would product ipad one form factor today's multichannel, multi platform world? #sxsw #ketchsx",9,0
hey #sxsw - long think take u make iphone case? answer using #zazzlesxsw weûªll make one!,9,2
i'd say yes. facebook google implementing brightens future. good impact i'm search too. #sxsw,3,3
pop-up apple store sell ipad2 #sxsw. line insane! {link},9,2
google hotpot anyone used it? #sxsw,9,2
buy online wait line? rt@mention apple set temporary store #sxsw {link},9,2
bought one last ipads apple store downtown austin #sxsw. sold done purchasing.,6,3
anyone know time apple popup store austin close tonite? #sxsw #sxtxstate #ipad apple,9,2
really cool! stop let u make custom iphone case! #zazzlesxsw #sxsw #sxswi {link} {link},8,3
late night security guard #sxsw popup apple store {link},9,2
we're experimenting tinkering like nineties: &quot;best viewed ipad new best viewed internet explorer 6&quot; #sxsw,9,2
made #soundcloud ambassador #sxsw upload music show &amp; reward soundcloud android app fresh,1,3
love app! awesome. must see #android app #sxsw &quot;bizzy&quot; {link},1,3
major ipad design flaw: sxsw go ipad app. stay open switch apps! #ipaddesignheadaches #sxsw,7,1
google &amp; facebook official death policies. vast majority digi company #digitaldeath #sxsw,9,2
apparently line get ipad #sxsw store grew block block past mins. wut.,9,3
google circle lame. #sxsw &lt;3,5,1
"top thing i've loved #sxsw far- {link} #outbrain, #ipad, #groupme,",6,3
{link} security guard enjoying ipad2 apple store austin... #sxsw,6,3
apple set open pop-up shop #sxsw interactive conference. {link} #apple #ipad2 #marketing #media,9,2
"$15k &quot;high-quality pdf&quot; ipad app good investment small mags, say chris tomlinson, formerly texas ob (now ap) #sxsw",7,3
love it. #sxsw: &quot;apple come cool technology one's ever heard go to... {link},2,3
"next fin serv battle v apple, goog, mobile operators. consumer loyalty ton cash (vs. banks) #bankinnovate #sxsw",9,2
wish #sxsw meeting everyone #teamandroid rest android community. next year.,0,3
ahoy! let reader know we'll keep em updated #sxsw party w/ #eventseekr. android: {link} iphone app way,9,2
#ipad2 rock #sxsw (@mention apple pop store) {link},6,3
pop apple store austin #sxsw - live {link},9,2
#browserwars panel without apple like #sxsw without parties.,2,3
guess say told so! apple opening temporary store downtown austin #sxsw &amp; ipad launch {link},9,2
"#apple save #sxsw, set open pop-up store {link}",9,3
wonder released {link} friday #sxsw started order fly radar,9,2
selfishness seen brands: mac versus apple. apple wins: master self-referential #sxsw,9,0
i14: call zombie {link} [codes valid: 4:00-7:59:59p 03/12/11] #infektd #sxsw #zomb,9,2
40% google map usage mobile! yowza #sxsw,5,3
{link} killer shot got last night #nokiaconnects concert #sxsw,9,2
z28: curfew damned {link} [codes valid: 8:00-11:59:59p 03/13/11] #infektd #sxsw #zlf,9,2
"even begins, apple winsåê#sxsw, {link} -&gt; gonna get sum! via",2,3
"cant wait give samsung people demo horrible, terrible google nexus phone #sxsw",5,1
thanks publishing news new medical apps #sxswi conf. blog {link} #sxsw #sxswh #mhealth,9,2
really &quot;google me&quot; going called &quot;circle&quot; hmm see later today #sxsw,9,2
google missed dance party lifetime #sxsw,3,3
funny xd funny xd {link} rebecca black dionne warwick #sxsw ipad,9,2
&quot;via : {link} guy kawasaki talk 'enchanted' sxsw - know stuff! #books #internet #apple #sxsw &quot;,9,2
writer ipad app {link} saved as flight &amp; bigger #sxsw panel - good job :) {link},7,3
quadroid = qualcomm + android called platform next decade v wintel #sxsw #cloud,0,3
#sxsw #lbseverywhere finkelstein &quot;~206k location aware apps (ios &amp; android)&quot;,9,2
recyclematch; google earth headline #cleantech panel #sxsw - 3/15/11 3:30pm. follow hashtag #saveustechies. {link},9,2
"÷¼ happy woman's day! make love, fuss! ÷_ {link} ë© #edchat #musedchat #sxsw #sxswi #classical #newtwitter",9,2
.@mention google connect digital &amp; physical world mobile - {link} #sxsw |,3,3
marissa mayer: 40% google map usage mobile. surprised way north 50% #sxsw {link},9,2
&quot;community place web friend app not.&quot; {link} #sxsw #grauniad,9,2
"re: temp apple store--great move, really need help brand recognition :) seriousness, pretty cool. #sxsw",2,3
expecting see flood shiny new ipad2's today line apple store around block #sxsw,6,3
pdanet awesome app yet android! #sxsw likes!,1,3
google (tries again) launch new social network called circles: {link} #sxsw #310409h2011,9,1
iphone user really clueless android o / ui? presentation seem basic everyone else too? #sxsw,9,2
apple open temporary store friday scarbrough building 6th congress #sxsw {link},9,2
lovin apple &amp; ipad2 #apple #austin #sxsw,6,3
video: google: &quot;it get better&quot; // featured get better book due 3/22! #sxsw #sxswhomo {link},9,2
"came left #sxsw iphone playing song, chosen random: skream's listening record wall. appropriate.",9,2
"took piss trade show, ipad one hand, iphone other. pissing. kiiiiiilling right now. #sxsw",9,2
apple pop-up store line finally dwindled. time check ipad2. #sxsw,9,2
delightful reprieve #sxsw spot something plugged in. ipad. flat iron. bless lady friend. bless you.,9,2
ipad line stretching around block #sxsw,9,2
"stay tuned, next emergency ipad station #sxsw, facebook bullying online privacy: {link}",9,2
"getting excited present *spark team android choice award #sxsw door open min lustre pearl. here, come cheer u on!",9,2
new #sxsw film year: folk sitting line reading script #ipad,9,2
#sxsw jon kolko coffee. he's venture accelerator. {link} looking critically apple's influence edu.,9,2
sweet! convore iphone app ready #sxsw : {link},7,3
thought people spent lot time staring iphone last year #sxsw ...just wait.,9,3
apple announces pop-up store #sxsw. see take future pop-up store here: {link} (client),9,2
new blog post: ipad2 giveaway: {link} #actors #diet #sxsw,6,3
ûï@mention sxsw official iphone app here: {link} enjoy! #sxsw,9,2
trying find apple pop store #sxsw #widfy,9,2
"hey, #sxsw check pal they're crucial dudes.just fuckin' google see they're playing whatever",9,2
got ipad courtesy pop store austin!! yay #sxsw allowing amount available ipads rise!,6,3
"please follow next big #college social network chance win #ipad 7,000 follower #socialmedia #sxsw",9,2
enchantment: get trustworthiness #zappos likeability #virgin product #apple #sxsw,9,2
line 6th &amp; congress enter new apple store wrap around block #sxsw,9,2
please join #facebook hear great guest --&gt; {link} &lt;---- #sxsw,9,2
"coolest iphone &amp; ipad case #sxsw, check #fastcompanygrill #zazzlesxsw #sxswi http... {link}",9,2
hoax then. &quot;we're launching product #sxsw we're plenty else. {link},9,2
"watch fb big brother rt@mention google launch major new social network called circles, possibly today {link} #sxsw",9,2
apple store line block week long #sxsw amazing,2,3
public note &quot;5 step bulletproof ux strategy&quot;: {link} #sxsw #rhjr_ux5,9,2
google set launch new social network #circles today #sxsw,9,2
"looking back tweet #sxsw holy wow, many typos! ughhhhh. autocorrect inability type ipad. goo",9,2
look interesting. good luck #sxsw localmind available iphone {link},7,3
style x &amp; - brother #sxsw pop-ups! ://m.theatlantic.com/technology/archive/2011/03/apple-sets-up-temporary-megastore-at-sxsw/72296/,9,2
listening talk ipad design #sxsw,9,2
#apple open temporary store #sxsw {link},9,2
apple selling new terp2it album? lined #sxsw apple pop store,9,2
interesting post #seo improve website rankings: advice google &amp; bing #sxsw {link} ^se,9,2
#sxsw 2011: google bing smackdown bloody banality (guardian) {link} via,3,1
awesome! happens #apple hire security #sxsw #austin {link},9,2
"anti-social irl, typing ipad, social tv session. filling fast. social, right? #sxsw #ironic",9,2
"gawking makeshift apple store. #sxsw #sxswi apple store, sxsw {link} #photo",2,3
us google chrome developer tool itself. point javascript console extensive api #killerhack #sxsw,9,2
tm litle girl want ipad. guess got get one. #sxsw (just checked apple pop store) {link},6,3
"cant wait give samsung people demo horrible, terrible google nexus phone #sxsw",3,1
confusion google circles. google claim circle released #sxsw even development. {link},9,2
hahahahah that's funny never seen many head turn one point. someone #apple asks question reid hoffman #sxsw,9,2
i'm looking forward panel tomorrow (5pm) #sxsw: left brain search = google. right brain search = x {link},3,3
"#sxsw interactive: googleûªs mobile future, elusive û÷power here' | {link}",9,2
"find around #sxsw today, grab slap bracelet ask win ipad",9,2
#sxsw account need follow apps download iphone?,9,2
apple store buzzing: {link} - speaking #sxsw: #apple store 6th congress? would...,2,3
google vp consumer product marissa mayer say location everything: {link} #sxsw,9,2
il ceo di flipboard annuncia la versione iphone ûï@mention next platform flipboard iphone team started working #sxsw,9,2
realllllllly need upgrade phone iphone apps youûªll probably need use #sxsw {link},7,3
airport playing fav game: &quot;are going #sxsw?&quot; wearing denim denim? going. charging 3+ apple products? too.,9,2
&quot;touching stories: designing magazine ipad #touchingstories #tbwasxsw #sxsw,9,2
"google launch major new social network called circles, possibly today {link} #sxsw - surely threat fb",5,3
mindjet going #sxsw celebrate giving away ipad 2! find enter here: {link},9,2
fact i'm going assume priori everyone sitting departure terminal playing apple product going #sxsw,9,2
i'd say 75% booth tradeshow waffling ipad 2. portion rep dressed crazy characters. #sxsw,9,2
kid ready #sxsw. backpack ipad... one need? &quot;come mommy let's go austin!&quot;,6,3
"hearing ex-apple, ex-pentagram industrial designer. really cool perspective. #sxsw #gsdm",9,2
sxsw last day get #lp austin iphone app free {link} #travel #sxsw,9,2
woot!! #google #lego hackathon competition. #sxsw #startupbus #cle,3,3
bumped austin sxswi accelerater {link} #tech #sxsw,9,2
"another one? holy social fragmentation&gt;google launch new social network called circles, possibly 2day #sxsw {link}",9,0
google testing &quot;check-in&quot; thing-a-ma-jig austin #sxsw,9,2
million people go google every month get doctor information. #vitalscom #sxsw,9,2
made press room got swag registered ipad 2. hopefully get meet mike tyson #sxsw,9,2
"demo google hotpot #bettersearch panel: still pull search, personalized. yet serendipitous? #sxsw",9,0
~5:30 line around block. decided forgo ipad goodness food. #sxsw #apple,6,3
#ipad2 apple store #sxsw photo thanks @gappacker @flavugm @marcusross @jordanbell {link},9,2
"panel pr, cloud computing, android design, iphone design today. hope redeem panel experience one fell swoop #sxsw",9,2
"thanks rt, ipad giveaway detail come! #sxsw #sxswi",9,2
thrilled former chief talent officer apple gap advisory board {link} #sxsw #sxswi #innotribe,2,3
marissa mayer: location contextual discovery enable mobile device make u efficient. e.g. google place w/hotpot #sxsw,5,3
amazes many people tuck flap apple ipad case #sxsw,9,2
watch #sxsw - #ecademy {link},9,2
must #sxsw app! lovely review forbes sxsw ipad app holler gram - {link},7,3
awesome! knitted staircase attendance #sxsw party tomo 7pm hosted &amp; {link},9,2
"i've seen lot tablet here, every single one ipad. #sxsw",9,2
"really need get vaccine #sxsw? iphone-onset prostate cancer, chortler's cough, mustachepox. real things?",9,2
"testing #ncaa mmod ipad app #sxsw session. flawless livesteam bracket show. at&amp;t ad atrix make sense mute, though.",7,3
traveling #sxsw ipad 3/10/2011,9,2
foursquare ceo sounded open-minded big partnership google (i.e. acquisition) #sxsw #wallstreet,9,2
"similarily, tweetcaster android let zip tweet w annoying hash tags, like #sxsw",1,2
"#sxsw (2): #gamification, #ipad #design, mobile #banking &amp; #marketing 2.0 {link} #artikelen #dossiers #events #mediapers",9,2
rt@mention apple opening temporary store downtown austin #sxsw ipad launch {link},9,2
anyone else headed austin #sxsw popup-store launch apple #ipad2 friday? gonna miss year.,2,3
"deliciously ironic google privacy party made whole &quot;banking cartel, military-scientific dictatorship takeover&quot; cab rant! #sxsw",9,2
line pop apple store austin. first person a.m.they wait p.m. #sxsw #ipad2 {link},2,2
reminder: charles chen talking android chromeos access today 1pm google booth exhibit hall 3. #sxsw,9,2
"#bjdproductions even begins, #apple win #sxsw {link} #tech",2,3
"#sxsw apple popup store open noon, fresh shipment ipad 2's, i'm pretty sure i'm going get one. [fingers crossed]",6,3
last minute venue change #eecms #sxsw meetup noon: pecan st. cafe: {link} trinity 6thish,9,2
cute! one fav photo #sxsw far &amp; #google #sxsw {link},9,2
barry diller think ipad content nut #sxsw {link},9,0
"l.a.m.e. &quot;...by law averages, better buzz&quot; &quot;google circle ______ &quot; #sxsw",5,1
"contextual discovery, find answer question #google #sxsw",9,2
sketchy apple open temporary store #sxsw 6th congress {link},9,2
#sxsw plan shaping up... wed: playing #megablaag fo sho twitter iphone û¢ 3/10/11 3:39 pm,9,2
major #apple io update day #sxsw? genius project manager came brilliant idea? #nowhammies,2,1
woot!! #google #lego hackathon competition. #sxsw #startupbus #cle,3,3
i'm debuting new iphone &amp; droid app #sxsw next year. make phone waterproof &amp; light cigarette you.,8,3
apple store nyc one day? #sxsw,9,2
whrrl girl handing chance win audi cars! come find us! #sxsw (@mention apple store sxsw) {link},9,2
apple opening pop store downtown austin #sxsw ipad launch {link} via,9,2
awesome restaurant week app #iphone - {link} #austinites #sxsw,7,3
"google launch major new social network called circles, possibly today {link} via #sxsw #sxswi",5,3
can't #sxsw? download free music mix itunes {link} cc:,9,2
stopped pop apple store.....lame!z! come apple still cut weight half. #sxsw,2,1
gonna go see rockin google party like boss. #sxsw,3,3
yes! updated iphone app song info 24/7 stream +others also live video streaming #sxsw {link},7,3
can't #ipad intimate together? #tapworthy #designflaws #sxswi #sxsw,6,3
"hootsuite news: hootsuite mobile #sxsw ~ update iphone, blackberry &amp; android {link}",9,2
let's make temp-to-hire position apple open temporary store #sxsw 6th congress {link},9,2
publishing website #sxsw try mpact app iphone,9,2
even word much wireless #sxsw sucks. thank goodness iphone.,8,3
"finally got new iphone tweet phone again! time #sxsw gah, torture. #addictedtotheinterwebs",8,3
behind 100 emails? give line iphone composed replies. #sxsw #protip,8,3
stop killing trees! new post: business card dead: send card via hashable #sxsw {link},9,2
"#sxsw, apple school marketing expert | cnet blog {link} #austin #atx #retail",2,3
grabbed seat ballroom hear google #sxsw,3,3
"announcing sxsw quotables, crowd-curated feed hottest quote #sxsw. sign win ipad 2! - {link} #ipad2",6,3
"wait 4-5 week ipad 2, #appleatxdt pop-up! shipment daily (via #sxsw",6,1
new job apple? ûï@mention met team set #sxsw apple store - set whole place nothing days. great work!û,2,3
cool: latest version google map mobile 3d buildings. sure they've mapped au detail yet ;-) #sxsw,5,3
#samsung galaxy ii show wood #teamandroid #sxsw event here: {link},9,2
i7: releasing demon {link} [codes valid: 4:00-7:59:59p 03/11/11] #infektd #sxsw #zomb,9,2
tandy great grandfather ipad? u tell me? {link} #sxswi #sxsw,9,2
"someone using right apple store , better #sxsw pop up.",9,2
"google launch major new social network called circles, possibly today {link} #sxsw",9,2
"false alarm: google circle coming now, probably ever {link} - much report would unveil #sxsw",5,1
we're launching product #sxsw we're plenty else. join u #h4ckers &amp; 80 dancing {link},9,2
"good question &amp; brands, answer probably no! except apple course..maybe netflix too?. #sxsw",2,3
#sxsw buy #appleatxdt popup store? anything ipad 2?,9,2
go sxsw next year! apple open temporary store #sxsw {link},9,2
think watching big game event without twitter ipad anymore #futurecast #sxsw,6,3
kicking 80's style party #sxsw {link} {link},9,2
html you. google booth. #sxsw {link},9,2
geeky! love it! apple opening temporary store downtown austin #sxsw ipad launch {link},2,3
get tattoo free ipad {link} ...i heard mini cooper would let go kidney :) #sxsw,9,2
"apple save sxsw, set open pop-up store - cnet news {link} #sxsw",2,3
might need go apple today. think &quot;s&quot; &quot;x&quot; &quot;w&quot; key worn out. #sxsw,9,2
official #sxsw app û÷sxsw goûª {link} #android #iphone #ipad,9,2
interesting google mobile stats #sxsw - 40% google map user (150 million) come #mobile {link},5,3
"saw iphone switch edge network badge pickup. #att, ready #sxsw?",9,2
looking forward j roddy walston &amp; business #sxsw google party. here's [vid] {link},9,2
u gotta fight yr right party &amp; privacy aclu/google #sxsw #partylikeits1986,9,2
anonymity: zuckerberg &quot;wrong&quot; say 4chan's moot #sxsw {link},9,2
"yes, there's line front all-but-confirmed pop-up apple store #sxsw. {link}",9,2
"u think people stroke yr, ur website need ipad ready now. #poursite #sxsw (boom)",9,2
&quot;she's ipad dj working etsy party.&quot; #realtalk #sxsw,9,2
"bing/icanhas fire. still going keep searching google, though. #sxsw #thanksforthebrandedshades",3,3
talk beginning now. first met summer '99 started always enjoy seeing speak. #sxsw,9,2
#google denies rumor launching #circles #sxsw {link},9,2
"mt able attend #sxsw buy ipad today, consider saving $$$ earthquake relief. sayin.",9,2
"wow, developed ipad app $15k #newsapps #sxsw",7,3
tempting walking apple store austin that's selling ipad2 #sxsw,6,3
"google launch major new social network called circles, possibly today {link} via #sxsw",9,2
information morning apple store getting build #sxsw two weeks. ipad2 love? - jealous!,2,3
"shoe foot. newspaper always chasing young readers. #sxsw, young developer pack panel ipad design boomers. #yourmom",9,2
"#blackberry user must feel like loser #sxsw. clearly. #iphone crowd, baby.",8,3
eating kitkat size half ipad... gotta love american sense measure #sxsw,9,2
"#ipad menia #sxsw . check live feed photo apple store, sxsw. {link} #playsxsw",9,2
best ipad design: big chunky elements. generous space. clarity trump density. tap quality trump tap quantity. #tapworthy #sxsw,6,3
#sxsw crowd austin swarm ipad launch {link} via - sadly one :-( (via,6,3
ûï@mention &quot;apple opened pop-up store austin nerd town #sxsw get new ipads. {link} #wow,9,0
"today big, stomach flu hardly handle it. (live) {link} #sxsw {link}",9,2
tr we're wondering many come back #sxsw ipad 2's. maybe everyone? {link},9,2
#sxsw make feel like kid. drunk kid iphone.,9,2
heartbreaker #sxsw #apple #ipad2 asked. sadly :(,9,2
strange little japan news penetrates #sxsw bubble. bar tv cnn suggest anything .. ipad going on.,9,2
"picked ipad 2, back #sxsw {link}",9,2
suggestion iphone extended battery pack #sxsw?,9,2
guess need figure sessions. ipad app killer. selection overwhelming #sxsw,7,3
ipad also cartoonishly large digital camera. #sxsw #cstejas {link},6,1
ûï@mention google place value domain extension. equal. #sxsw #qagbû,9,2
driving around austin google street view scoping locations. desk. #sxsw,9,2
heading lunch b.d. ridley's {link} refresh austin welcome lunch / #sxsw event.,9,2
surprise! apple opened pop-up store austin nerd town #sxsw get new ipads. {link} #cnet,9,2
".@mention retiring wine library tv, moving onto daily grape. get app yr iphone. #thankyouecon #sxsw",7,3
almost convinced time iphone courtesy one w/a blackberry austin #sxsw,9,3
ironic? googled direction party ended walked block wrong direction. time bed think. #sxsw,5,1
&quot;desktop publishing saved apple. pagemaker gift god.&quot; #sxsw,2,3
iphone battery 100%. #winning #sxsw,8,3
"per rumor, google may preview big social strategy '80s-themed costume party #sxsw. yep. {link} #cn",9,3
#google #sxsw party badge suckas!!!,3,3
#sxsw attendee trade &quot;happy hour&quot; appy hour waiting line ipad2 (video)- {link} sheer madness love?,9,2
65&quot; multi-touch google map #hotpot event #sxsw. {link},9,2
"fun google analytics berklee topspin class ! used before, great info marketing music ! #sxsw",5,3
sneak peak google exhibit #sxsw trade show {link},9,2
official: people using ipad take photo look weird. #sxsw,6,1
&quot;papyrus...sort like ipad&quot; - nice! lol! #sxsw lavelle,6,3
#sxsw apple #ipad2 line took le minutes.,9,2
miss battelle interview ipad &amp;social medium last week? find [video] {link} #sxsw,9,2
"hey taariq, howdy texas, fav #sxsw app far official one {link} &lt;--android-or get iphone #usguys",1,3
apple temporarily opening store austin #sxsw.,9,2
"course are, ha apple opening temporary store austin #sxsw &amp; ipad launch {link}",9,2
chilcott: #sxsw stand talking blogger staff. late win competition best tweet mentioning t-shirt.,9,2
iphone user kill yo self u hated ubertwitter new #ubersocial #iphone app store includes uberguide #sxsw,7,3
button hack around direct interaction. use medium. #tapworthy #ipad #sxsw,9,2
health session #sxsw (via {link},9,2
#apple opening temporary #ipad2 store handle #sxsw demand {link},9,2
"#agnerd confession, using laptop, ipad blackberry follow #sxsw afar see #agchat rock",9,2
"#smile think apple's &quot;pop-up store&quot; austin would lot interesting actually, know... popped #sxsw",2,2
"come party &amp; google tonight #sxsw: {link} bands, food, art, interactive maps!",3,3
"seems like every iphone app new update week, guess #sxsw factor",9,2
video interview &amp; #sxsw &quot;google deals&quot; {link},9,2
social calendar app rolled special #sxsw functionality iphone android =d {link},9,3
ûï@mention dangerous iphone apps. {link},9,2
#sxflip breaking(?) iphone version flipboard ther next product #sxsw yay!,7,3
"google doodle aim bring people together socially, promote communal experience. #sxsw #googledoodles",5,3
"wow, #sxsw big apple attending, bringing along temporary store! {link}",2,3
love it. #sxsw: &quot;apple come cool technology one's ever heard t... {link},2,3
official #sxsw app û÷sxsw goûª {link} #android #iphone #ipad,9,2
google developer hackathon discussion web fonts. #google get font request day. #sxsw #gsdm google.com/webfonts,9,2
way!'matt fricking damon google party maggie mae's. #sxsw {link},9,2
#sxsw trends: out: google in: twitter next: angry bird,3,3
#sxsw go let's rate &amp; review session (although experience iphone bit torturous).,8,1
"tip conference goer everywhere: bring ipad, leave laptop hotel. i've battery sore shoulder week! #sxsw",6,3
check daily #sxsw report (dutch): day1 {link} day2 {link} follow!,9,2
#winning #winning - gave away red mophie juice pack air's fan #tigerblood #sxsw dead iphone battery them!,9,2
mike tyson coming phone near - {link} #iphone #sxsw #videogames #tyson #art #cartoon,9,2
atomic tom rocked cnn grill party. they're brooklyn. google them. also: food drink fantastic. #sxsw #sxswi,9,2
line wrapped around block day #apple #ipad2 #sxsw,9,2
"ackward. sitting back ballroom f acc, looking left right: i'm non-macbook / ipad here. oh. #sxsw",9,2
league extraordinary hacker event organised google build robot good - {link} #sxsw hmmmm!,9,2
creativity prompt: use google map virtually take walk used take kid; see memory come up. (courtesy #sxsw,5,3
/ party without doubt best party i've ever #sxsw. well done!,9,2
mayer map google's coming location dominance #sxsw {link} via,9,2
